complex_id,vina_rank,vina_total,vina_inter,vina_intra,vina_torsion,vina_intra_best,rmsd,near_native,geo_n_contacts,geo_n_contacts_per_heavy,geo_buried_fraction,geo_min_dist,geo_mean_min_dist,geo_n_close_lt_2p5,geo_centroid_offset,geo_radius_gyration,cons_n_within_2A,cons_mean_rmsd_to_others,cons_rmsd_to_top1,plf_HBDonor,plf_HBAcceptor,plf_Hydrophobic,plf_PiStacking,plf_Cationic,plf_Anionic,plf_CationPi,plf_PiCation,plf_XBDonor,plf_VdWContact,plf_total,lig_MolWt,lig_HeavyAtomCount,lig_NumHDonors,lig_NumHAcceptors,lig_NumRotatableBonds,lig_RingCount,lig_NumAromaticRings,lig_NumAliphaticRings,lig_NumSaturatedRings,lig_NumHeteroatoms,lig_FractionCSP3,lig_NHOHCount,lig_NOCount,lig_MolLogP,lig_MolMR,lig_TPSA,lig_LabuteASA,lig_NumAmideBonds,lig_NumSpiroAtoms,lig_NumBridgeheadAtoms,lig_NumAtomStereoCenters,lig_Chi0v,lig_Chi1v,lig_Chi2v,lig_Kappa1,lig_Kappa2,lig_Kappa3,lig_HallKierAlpha,lig_BalabanJ,lig_BertzCT,lig_MaxPartialCharge,lig_MinPartialCharge,lig_NumValenceElectrons,lig_NumRadicalElectrons,lig_FormalCharge,lig_NumHalogens,lig_NumSulfur,lig_NumPhosphorus,lig_fr_COO,lig_fr_NH2,vina_rank_frac,vina_delta_to_best,vina_total_per_heavy
5SAK_ZRY,11,-6.389,-7.14,-0.286,0.747,-0.29,6.8965,0,63.0,3.5,1.0,2.6659664288959077,3.3792175367680164,0.0,4.611196726447485,3.4633477101081134,1,8.355398881416882,1.646927037444789,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,44.0,236.278,18.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,4.0,0.0,3.0,4.0,2.3888700000000007,73.00810000000003,60.27,104.86308427340096,0.0,0.0,0.0,0.0,9.643366018206592,5.685247467212544,3.983822781267108,10.528695443753053,4.331154841883468,1.840453029030777,-2.6199999999999988,1.888247206712725,616.7009350713935,0.1593483041038713,-0.322952936280907,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,1.479,-0.3549444444444444
5SAK_ZRY,12,-6.302,-7.127,-0.202,0.737,-0.29,10.4058,0,35.0,1.9444444444444444,0.9444444444444444,3.067142155166596,3.599187218529741,0.0,9.507557773414522,3.344676577399885,0,11.004466095191596,12.480714231253843,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,32.0,236.278,18.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,4.0,0.0,3.0,4.0,2.3888700000000007,73.00810000000003,60.27,104.86308427340096,0.0,0.0,0.0,0.0,9.643366018206592,5.685247467212544,3.983822781267108,10.528695443753053,4.331154841883468,1.840453029030777,-2.6199999999999988,1.888247206712725,616.7009350713935,0.1593483041038713,-0.322952936280907,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5789473684210527,1.5660000000000007,-0.3501111111111111
5SAK_ZRY,13,-6.23,-6.966,-0.282,0.728,-0.29,11.1651,0,37.0,2.055555555555556,1.0,3.42682856297189,3.6703781361266175,0.0,10.245492727458013,3.484171748293264,0,11.439680843813417,13.069908282004125,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,236.278,18.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,4.0,0.0,3.0,4.0,2.3888700000000007,73.00810000000003,60.27,104.86308427340096,0.0,0.0,0.0,0.0,9.643366018206592,5.685247467212544,3.983822781267108,10.528695443753053,4.331154841883468,1.840453029030777,-2.6199999999999988,1.888247206712725,616.7009350713935,0.1593483041038713,-0.322952936280907,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,1.638,-0.3461111111111111
5SAK_ZRY,14,-6.133,-6.867,-0.273,0.717,-0.29,9.3496,0,32.0,1.7777777777777777,0.9444444444444444,2.9886359764949613,3.658124243492013,0.0,9.012373513093326,3.5025405532499536,0,14.044543936431165,12.58554312826162,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,236.278,18.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,4.0,0.0,3.0,4.0,2.3888700000000007,73.00810000000003,60.27,104.86308427340096,0.0,0.0,0.0,0.0,9.643366018206592,5.685247467212544,3.983822781267108,10.528695443753053,4.331154841883468,1.840453029030777,-2.6199999999999988,1.888247206712725,616.7009350713935,0.1593483041038713,-0.322952936280907,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6842105263157895,1.7350000000000003,-0.3407222222222222
5SAK_ZRY,15,-6.003,-6.735,-0.26,0.702,-0.29,9.8844,0,33.0,1.8333333333333333,1.0,3.120607152462481,3.646879700459187,0.0,8.239213417411545,3.5279879355599832,0,10.124792046767771,11.165481787883383,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,236.278,18.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,4.0,0.0,3.0,4.0,2.3888700000000007,73.00810000000003,60.27,104.86308427340096,0.0,0.0,0.0,0.0,9.643366018206592,5.685247467212544,3.983822781267108,10.528695443753053,4.331154841883468,1.840453029030777,-2.6199999999999988,1.888247206712725,616.7009350713935,0.1593483041038713,-0.322952936280907,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,1.865,-0.3335
5SAK_ZRY,16,-5.996,-6.683,-0.305,0.701,-0.29,9.941,0,39.0,2.1666666666666665,0.9444444444444444,2.9179790951958515,3.729990512105085,0.0,7.37996416398673,3.431369882656916,0,12.925398119280686,10.482662440111929,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,23.0,236.278,18.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,4.0,0.0,3.0,4.0,2.3888700000000007,73.00810000000003,60.27,104.86308427340096,0.0,0.0,0.0,0.0,9.643366018206592,5.685247467212544,3.983822781267108,10.528695443753053,4.331154841883468,1.840453029030777,-2.6199999999999988,1.888247206712725,616.7009350713935,0.1593483041038713,-0.322952936280907,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7894736842105263,1.872,-0.3331111111111111
5SAK_ZRY,17,-5.927,-6.637,-0.273,0.693,-0.29,8.8808,0,36.0,2.0,1.0,3.275981990182484,3.7017587352407353,0.0,8.447396927931388,3.505488494692252,0,9.34691073876496,9.049751608009286,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,236.278,18.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,4.0,0.0,3.0,4.0,2.3888700000000007,73.00810000000003,60.27,104.86308427340096,0.0,0.0,0.0,0.0,9.643366018206592,5.685247467212544,3.983822781267108,10.528695443753053,4.331154841883468,1.840453029030777,-2.6199999999999988,1.888247206712725,616.7009350713935,0.1593483041038713,-0.322952936280907,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,1.9410000000000007,-0.3292777777777778
5SAK_ZRY,18,-5.864,-6.564,-0.276,0.686,-0.29,10.4549,0,36.0,2.0,1.0,3.127348557484435,3.664352463844165,0.0,10.107831349784137,3.492492967286149,0,10.30378096329844,10.721606000139262,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,236.278,18.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,4.0,0.0,3.0,4.0,2.3888700000000007,73.00810000000003,60.27,104.86308427340096,0.0,0.0,0.0,0.0,9.643366018206592,5.685247467212544,3.983822781267108,10.528695443753053,4.331154841883468,1.840453029030777,-2.6199999999999988,1.888247206712725,616.7009350713935,0.1593483041038713,-0.322952936280907,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,2.0040000000000004,-0.3257777777777778
5SAK_ZRY,19,-5.773,-6.481,-0.258,0.675,-0.29,8.881,0,30.0,1.6666666666666667,1.0,3.163806884119191,3.6772071432591087,0.0,8.550649064959858,3.5264242687823018,0,13.413658608408108,11.73128321341418,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,236.278,18.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,4.0,0.0,3.0,4.0,2.3888700000000007,73.00810000000003,60.27,104.86308427340096,0.0,0.0,0.0,0.0,9.643366018206592,5.685247467212544,3.983822781267108,10.528695443753053,4.331154841883468,1.840453029030777,-2.6199999999999988,1.888247206712725,616.7009350713935,0.1593483041038713,-0.322952936280907,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526316,2.0950000000000006,-0.3207222222222222
5SAK_ZRY,20,-5.512,-6.216,-0.231,0.644,-0.29,8.84,0,31.0,1.7222222222222223,1.0,2.984725615529839,3.6070645406249295,0.0,8.461883026180722,3.562583228830688,0,13.198847865659948,10.903284627426116,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,236.278,18.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,4.0,0.0,3.0,4.0,2.3888700000000007,73.00810000000003,60.27,104.86308427340096,0.0,0.0,0.0,0.0,9.643366018206592,5.685247467212544,3.983822781267108,10.528695443753053,4.331154841883468,1.840453029030777,-2.6199999999999988,1.888247206712725,616.7009350713935,0.1593483041038713,-0.322952936280907,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3560000000000008,-0.3062222222222222
5SB2_1K2,1,-13.062,-17.644,-0.517,4.582,-0.517,0.2171,1,92.0,3.066666666666667,1.0,2.8593107561088917,3.5699685587781413,0.0,0.1172763640106318,5.473863202021443,0,8.657668019059384,0.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,53.0,417.8960000000002,30.0,2.0,3.0,6.0,5.0,4.0,1.0,1.0,6.0,0.1666666666666666,2.0,5.0,5.081200000000004,116.93190000000004,67.00999999999999,178.60313962381517,1.0,0.0,0.0,2.0,16.894720926483227,10.245852812512856,7.992623536038678,18.701782653790666,7.841254951879789,4.022749526123569,-3.309999999999999,1.2427592922086377,1205.5429770307148,0.251079710526048,-0.4872681880127634,150.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4353999999999999
5SB2_1K2,2,-11.027,-14.852,-0.56,3.868,-0.517,8.9213,0,83.0,2.7666666666666666,1.0,3.062007674712786,3.59909442398773,0.0,6.772656531229088,5.4530101849039925,0,11.133593585607215,8.788416049929967,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,61.0,417.8960000000002,30.0,2.0,3.0,6.0,5.0,4.0,1.0,1.0,6.0,0.1666666666666666,2.0,5.0,5.081200000000004,116.93190000000004,67.00999999999999,178.60313962381517,1.0,0.0,0.0,2.0,16.894720926483227,10.245852812512856,7.992623536038678,18.701782653790666,7.841254951879789,4.022749526123569,-3.309999999999999,1.2427592922086377,1205.5429770307148,0.251079710526048,-0.4872681880127634,150.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1666666666666666,2.035,-0.3675666666666666
5SB2_1K2,3,-10.911,-14.69,-0.564,3.827,-0.517,10.1846,0,85.0,2.833333333333333,1.0,2.9460884236560174,3.579174044211328,0.0,0.2984311310838757,5.4514482717898005,0,11.049649039752287,10.145965225973658,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,57.0,417.8960000000002,30.0,2.0,3.0,6.0,5.0,4.0,1.0,1.0,6.0,0.1666666666666666,2.0,5.0,5.081200000000004,116.93190000000004,67.00999999999999,178.60313962381517,1.0,0.0,0.0,2.0,16.894720926483227,10.245852812512856,7.992623536038678,18.701782653790666,7.841254951879789,4.022749526123569,-3.309999999999999,1.2427592922086377,1205.5429770307148,0.251079710526048,-0.4872681880127634,150.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,2.151,-0.3636999999999999
5SB2_1K2,4,-10.122,-13.757,-0.432,3.55,-0.517,12.9882,0,74.0,2.466666666666667,1.0,3.1241603672026823,3.609303941407904,0.0,9.70684785568072,5.149221530807674,0,13.528122982788403,12.92322049516554,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,49.0,417.8960000000002,30.0,2.0,3.0,6.0,5.0,4.0,1.0,1.0,6.0,0.1666666666666666,2.0,5.0,5.081200000000004,116.93190000000004,67.00999999999999,178.60313962381517,1.0,0.0,0.0,2.0,16.894720926483227,10.245852812512856,7.992623536038678,18.701782653790666,7.841254951879789,4.022749526123569,-3.309999999999999,1.2427592922086377,1205.5429770307148,0.251079710526048,-0.4872681880127634,150.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,2.9399999999999995,-0.3374
5SB2_1K2,5,-9.957,-15.567,1.6,3.493,-0.517,2.2224,0,93.0,3.1,1.0,2.905840153896976,3.535633964754188,0.0,1.0335530588970985,5.740661039849369,0,8.578712768677581,2.3158900232955806,1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,61.0,417.8960000000002,30.0,2.0,3.0,6.0,5.0,4.0,1.0,1.0,6.0,0.1666666666666666,2.0,5.0,5.081200000000004,116.93190000000004,67.00999999999999,178.60313962381517,1.0,0.0,0.0,2.0,16.894720926483227,10.245852812512856,7.992623536038678,18.701782653790666,7.841254951879789,4.022749526123569,-3.309999999999999,1.2427592922086377,1205.5429770307148,0.251079710526048,-0.4872681880127634,150.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,3.104999999999998,-0.3319
5SB2_1K2,6,-9.803,-13.216,-0.542,3.439,-0.517,7.432,0,74.0,2.466666666666667,1.0,3.2942194826696047,3.649861649600049,0.0,5.635573175029408,5.348506768767853,0,10.45607933142635,7.539892503654589,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,49.0,417.8960000000002,30.0,2.0,3.0,6.0,5.0,4.0,1.0,1.0,6.0,0.1666666666666666,2.0,5.0,5.081200000000004,116.93190000000004,67.00999999999999,178.60313962381517,1.0,0.0,0.0,2.0,16.894720926483227,10.245852812512856,7.992623536038678,18.701782653790666,7.841254951879789,4.022749526123569,-3.309999999999999,1.2427592922086377,1205.5429770307148,0.251079710526048,-0.4872681880127634,150.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8333333333333334,3.2589999999999986,-0.3267666666666667
5SB2_1K2,7,-9.11,-12.26,-0.562,3.195,-0.517,10.2195,0,61.0,2.033333333333333,0.9333333333333332,3.0894637075065323,3.761621706799272,0.0,8.142590777305873,4.550699092813469,0,12.109074334688664,10.232623816336972,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,39.0,417.8960000000002,30.0,2.0,3.0,6.0,5.0,4.0,1.0,1.0,6.0,0.1666666666666666,2.0,5.0,5.081200000000004,116.93190000000004,67.00999999999999,178.60313962381517,1.0,0.0,0.0,2.0,16.894720926483227,10.245852812512856,7.992623536038678,18.701782653790666,7.841254951879789,4.022749526123569,-3.309999999999999,1.2427592922086377,1205.5429770307148,0.251079710526048,-0.4872681880127634,150.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.952,-0.3036666666666666
5SD5_HWI,1,-8.717,-14.067,-1.111,5.351,-1.111,0.5131,1,105.0,3.6206896551724137,0.9655172413793104,2.816002308237691,3.593332920954107,0.0,0.1844976113904977,3.979478181484156,1,6.413831173837808,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,54.0,401.46700000000016,29.0,3.0,8.0,9.0,3.0,2.0,1.0,1.0,9.0,0.45,5.0,9.0,1.88052,110.35960000000009,136.82,169.19384465337325,0.0,0.0,0.0,0.0,16.720341555648464,9.64503505162354,7.058217473328927,20.50287067011821,8.84857197998372,4.791767502648841,-3.23,1.5381232537952816,883.4155457313492,0.3096097639091789,-0.491272838973297,156.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-0.3005862068965517
5SD5_HWI,2,-8.446,-13.783,-0.958,5.185,-1.111,4.3801,0,103.0,3.5517241379310347,0.9310344827586208,2.791717034371501,3.6249068903518222,0.0,1.2310010567276888,4.010157287102444,0,6.041119834948722,4.380687286653576,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,43.0,401.46700000000016,29.0,3.0,8.0,9.0,3.0,2.0,1.0,1.0,9.0,0.45,5.0,9.0,1.88052,110.35960000000009,136.82,169.19384465337325,0.0,0.0,0.0,0.0,16.720341555648464,9.64503505162354,7.058217473328927,20.50287067011821,8.84857197998372,4.791767502648841,-3.23,1.5381232537952816,883.4155457313492,0.3096097639091789,-0.491272838973297,156.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0526315789473684,0.2710000000000008,-0.2912413793103448
5SD5_HWI,3,-7.58,-12.934,-0.409,4.653,-1.111,1.8833,1,93.0,3.206896551724138,0.9655172413793104,2.7385733512177466,3.6306158215421513,0.0,1.0137291007242384,4.229518966697652,1,6.35082761725398,1.7678274900234916,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,38.0,401.46700000000016,29.0,3.0,8.0,9.0,3.0,2.0,1.0,1.0,9.0,0.45,5.0,9.0,1.88052,110.35960000000009,136.82,169.19384465337325,0.0,0.0,0.0,0.0,16.720341555648464,9.64503505162354,7.058217473328927,20.50287067011821,8.84857197998372,4.791767502648841,-3.23,1.5381232537952816,883.4155457313492,0.3096097639091789,-0.491272838973297,156.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.1052631578947368,1.1370000000000005,-0.2613793103448276
